Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
PP50567,California,15720.37,No,Basic,0,Bachelor,2,01-05-2024,Unemployed,0,M,0,Suburban,1,Married,1,139,19,51,0,2,Corporate Auto,1,Corporate L3,5,1,Agent,2,666.53,Four-Door Car,1,Medsize,1
PP62909,Oregon,22834.46,No,Basic,0,Master,3,22-02-2024,Unemployed,0,F,0,Rural,0,Single,0,204.33,38,130,0,2,Special Auto,2,Special L2,7,1,Agent,2,58.16,Sports Car,2,Medsize,1
PP64004,Nevada,15361.61,No,Basic,0,Bachelor,2,20-01-2024,Disabled,4,F,38222.22,Suburban,1,Married,1,197.38,5,51,0,3,Personal Auto,0,Personal L1,0,1,Agent,2,2114.18,SUV,4,Small,0
PP80817,California,15619.11,No,Basic,0,High School or Below,0,02-02-2024,Employed,1,F,112375.94,Rural,0,Married,1,194.6,41,1,0,4,Personal Auto,0,Personal L2,1,1,Agent,2,134.59,Sports Car,2,Medsize,1
PP92749,California,7391.55,Yes,Extended,1,Bachelor,2,28-01-2024,Employed,1,F,112628.92,Suburban,1,Married,1,186.26,16,38,0,1,Special Auto,2,Special L2,7,2,Agent,2,1656.71,Four-Door Car,1,Small,0
PP97061,Nevada,8036.95,Yes,Basic,0,College,1,26-02-2024,Employed,1,F,76680.74,Rural,0,Married,1,204.33,22,95,1,1,Personal Auto,0,Personal L3,2,1,Agent,2,313.26,SUV,4,Medsize,1
PQ13422,Nevada,18857.49,No,Extended,1,College,1,22-01-2024,Employed,1,M,109201.18,Suburban,1,Married,1,157.07,35,31,0,2,Personal Auto,0,Personal L3,2,2,Web,0,846.30,Four-Door Car,1,Small,0
PQ19113,Washington,12830.63,No,Premium,2,Bachelor,2,02-10-2024,Employed,1,F,170293.07,Urban,2,Married,1,319.7,41,63,0,1,Personal Auto,0,Personal L2,1,4,Agent,2,1399.95,SUV,4,Medsize,1
PQ27923,Washington,11883.93,No,Extended,1,Master,3,01-08-2024,Employed,1,M,134614.55,Urban,2,Divorced,2,148.73,9,107,0,4,Personal Auto,0,Personal L2,1,3,Agent,2,635.74,Two-Door Car,0,Medsize,1
PQ35034,Oregon,18612.43,No,Basic,0,College,1,28-02-2024,Employed,1,F,70529.99,Rural,0,Divorced,2,118.15,39,122,0,2,Corporate Auto,1,Corporate L3,5,1,Branch,1,288.02,Two-Door Car,0,Medsize,1
PQ36549,Arizona,10505.16,No,Basic,0,Bachelor,2,02-09-2024,Disabled,4,M,26597.65,Suburban,1,Married,1,134.83,1,84,0,8,Personal Auto,0,Personal L1,0,1,Call Center,3,648.52,Four-Door Car,1,Medsize,1
PQ46798,California,15576.28,No,Basic,0,College,1,24-01-2024,Disabled,4,F,31964.44,Suburban,1,Single,0,212.67,15,54,0,6,Personal Auto,0,Personal L1,0,2,Agent,2,1017.81,Sports Car,2,Medsize,1
PQ65328,Oregon,5327.94,No,Basic,0,High School or Below,0,02-04-2024,Employed,1,M,134094.69,Rural,0,Married,1,139,15,104,5,1,Personal Auto,0,Personal L3,2,2,Call Center,3,176.29,Four-Door Car,1,Medsize,1
PQ72803,Washington,5416.43,Yes,Extended,1,High School or Below,0,20-01-2024,Retired,3,F,19350.19,Suburban,1,Married,1,145.95,14,85,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,912.51,Four-Door Car,1,Large,2
PR10005,Oregon,5472.65,No,Basic,0,Bachelor,2,02-01-2024,Employed,1,M,159897.26,Rural,0,Divorced,2,139,31,103,0,1,Personal Auto,0,Personal L3,2,4,Web,0,188.62,Four-Door Car,1,Medsize,1
PR13091,Oregon,17275.87,No,Basic,0,College,1,23-01-2024,Employed,1,F,104224.98,Urban,2,Single,0,219.62,1,103,0,5,Personal Auto,0,Personal L3,2,1,Web,0,582.94,Sports Car,2,Medsize,1
PR21713,Nevada,10956.69,Yes,Basic,0,High School or Below,0,01-06-2024,Employed,1,M,152150.79,Urban,2,Married,1,137.61,7,115,0,4,Personal Auto,0,Personal L3,2,2,Agent,2,527.85,Four-Door Car,1,Large,2
PR22184,California,17142.37,No,Basic,0,College,1,13-01-2024,Employed,1,F,178887.44,Suburban,1,Married,1,212.67,1,1,0,3,Corporate Auto,1,Corporate L2,4,4,Branch,1,1017.81,Sports Car,2,Medsize,1
PR23514,California,14381.91,No,Basic,0,College,1,23-01-2024,Employed,1,M,112934.72,Rural,0,Divorced,2,373.91,9,59,1,1,Personal Auto,0,Personal L3,2,2,Web,0,303.27,Luxury SUV,5,Medsize,1
PR31509,Nevada,10005.16,No,Basic,0,Bachelor,2,21-02-2024,Unemployed,0,M,0,Suburban,1,Married,1,133.44,42,95,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,639.51,Four-Door Car,1,Medsize,1
PR31642,Oregon,8491.68,No,Basic,0,Bachelor,2,29-01-2024,Employed,1,F,61553.37,Suburban,1,Married,1,214.06,42,11,0,1,Personal Auto,0,Personal L1,0,2,Call Center,3,1026.82,SUV,4,Medsize,1
PR37714,California,13422.99,No,Extended,1,Bachelor,2,23-02-2024,Employed,1,F,60494.19,Suburban,1,Divorced,2,170.97,20,108,0,4,Personal Auto,0,Personal L3,2,3,Branch,1,825.24,Four-Door Car,1,Medsize,1
PR41853,Arizona,8178.83,No,Basic,0,Bachelor,2,01-02-2024,Unemployed,0,F,0,Rural,0,Married,1,221.01,24,123,0,1,Corporate Auto,1,Corporate L2,4,1,Agent,2,191.08,Sports Car,2,Medsize,1
PR51268,Arizona,7533.12,Yes,Extended,1,Doctor,4,01-08-2024,Employed,1,F,70150.52,Suburban,1,Married,1,186.26,12,23,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,891.71,Four-Door Car,1,Medsize,1
PR53785,Arizona,13993.51,No,Basic,0,High School or Below,0,22-02-2024,Unemployed,0,F,0,Suburban,1,Married,1,371.13,24,74,1,1,Personal Auto,0,Personal L3,2,1,Branch,1,2960.51,Luxury Car,3,Small,0
PR59105,Oregon,16016.14,No,Basic,0,High School or Below,0,18-02-2024,Employed,1,F,99872.89,Urban,2,Divorced,2,134.83,12,0,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,562.55,Four-Door Car,1,Large,2
PR64751,Nevada,4890.24,No,Basic,0,Bachelor,2,02-11-2024,Unemployed,0,M,0,Suburban,1,Married,1,133.44,14,30,0,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,768.35,Two-Door Car,0,Small,0
PR74307,California,4868.75,No,Basic,0,High School or Below,0,23-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,132.05,23,63,1,1,Corporate Auto,1,Corporate L2,4,2,Agent,2,927.37,Four-Door Car,1,Medsize,1
PR74833,Oregon,10420.89,No,Extended,1,Bachelor,2,02-04-2024,Unemployed,0,M,0,Suburban,1,Single,0,166.8,1,113,1,4,Personal Auto,0,Personal L3,2,1,Agent,2,1202.46,Two-Door Car,0,Medsize,1
PR80703,California,10782.29,No,Basic,0,Bachelor,2,02-09-2024,Employed,1,F,96329.78,Rural,0,Married,1,133.44,23,119,0,9,Personal Auto,0,Personal L3,2,1,Branch,1,322.17,Four-Door Car,1,Medsize,1
PR98117,Oregon,4954.93,No,Basic,0,Bachelor,2,02-11-2024,Employed,1,F,183270.11,Rural,0,Single,0,123.71,22,81,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,255.72,Four-Door Car,1,Medsize,1
PS23376,California,10641.81,No,Basic,0,High School or Below,0,26-02-2024,Employed,1,F,130732.28,Rural,0,Married,1,132.05,46,45,0,4,Corporate Auto,1,Corporate L2,4,1,Branch,1,121.69,Two-Door Car,0,Large,2
PS25185,Washington,7688.72,No,Premium,2,Bachelor,2,20-01-2024,Medical Leave,2,F,37678.73,Suburban,1,Single,0,207.11,1,85,0,1,Corporate Auto,1,Corporate L3,5,1,Web,0,990.79,Two-Door Car,0,Medsize,1
PS28082,Arizona,4865.63,No,Basic,0,High School or Below,0,28-01-2024,Employed,1,M,108016.9,Suburban,1,Divorced,2,123.71,9,82,0,1,Personal Auto,0,Personal L2,1,1,Branch,1,594.48,Four-Door Car,1,Medsize,1
PS30217,California,18552.32,No,Extended,1,Bachelor,2,16-02-2024,Employed,1,F,84099.17,Suburban,1,Married,1,155.68,31,120,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,989.71,Four-Door Car,1,Small,0
PS31050,Washington,40165.27,No,Basic,0,Bachelor,2,28-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,129.27,47,107,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,932.25,Four-Door Car,1,Medsize,1
PS43764,Washington,9700.56,Yes,Basic,0,High School or Below,0,26-02-2024,Medical Leave,2,M,23325.59,Suburban,1,Single,0,137.61,30,18,0,4,Special Auto,2,Special L2,7,2,Call Center,3,657.53,Four-Door Car,1,Medsize,1
PS47550,California,24729.32,No,Basic,0,High School or Below,0,13-01-2024,Employed,1,F,150564.8,Suburban,1,Married,1,202.94,5,96,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,1457.29,SUV,4,Medsize,1
PS57128,California,7195.88,No,Extended,1,Bachelor,2,31-01-2024,Employed,1,F,77575.9,Rural,0,Single,0,186.26,5,86,0,1,Personal Auto,0,Personal L2,1,3,Agent,2,450.82,Four-Door Car,1,Medsize,1
PS68884,California,8794.15,Yes,Basic,0,College,1,02-12-2024,Employed,1,M,109003.8,Suburban,1,Married,1,221.01,42,112,0,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,1062.85,SUV,4,Medsize,1
PS69748,Washington,16357.55,Yes,Basic,0,College,1,14-02-2024,Employed,1,M,157336.88,Suburban,1,Married,1,139,30,127,3,2,Personal Auto,0,Personal L3,2,2,Agent,2,666.53,Four-Door Car,1,Large,2
PS77478,Arizona,12879.74,No,Basic,0,College,1,01-03-2024,Unemployed,0,M,0,Suburban,1,Single,0,207.11,19,41,1,5,Personal Auto,0,Personal L3,2,3,Branch,1,1486.19,SUV,4,Medsize,1
PS78418,Oregon,10834.73,No,Basic,0,Bachelor,2,25-02-2024,Employed,1,M,98099.25,Urban,2,Married,1,137.61,42,123,0,3,Personal Auto,0,Personal L2,1,1,Branch,1,440.98,Two-Door Car,0,Medsize,1
PS92059,California,11143.62,No,Basic,0,Doctor,4,02-04-2024,Employed,1,F,82923.23,Rural,0,Married,1,139,23,54,0,3,Corporate Auto,1,Corporate L3,5,2,Branch,1,20.06,Four-Door Car,1,Medsize,1
PT12544,Arizona,12911.20,No,Extended,1,College,1,24-02-2024,Employed,1,M,119973.68,Urban,2,Married,1,162.63,27,85,0,6,Personal Auto,0,Personal L2,1,2,Call Center,3,415.87,Four-Door Car,1,Medsize,1
PT15464,Arizona,17167.88,No,Basic,0,Bachelor,2,02-03-2024,Employed,1,F,128045.41,Rural,0,Married,1,214.06,3,101,0,6,Personal Auto,0,Personal L3,2,2,Agent,2,38.89,SUV,4,Medsize,1
PT29055,Oregon,12474.68,No,Basic,0,Bachelor,2,29-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,122.32,46,36,0,2,Personal Auto,0,Personal L3,2,1,Web,0,585.47,Four-Door Car,1,Medsize,1
PT32230,California,14603.16,No,Basic,0,High School or Below,0,14-02-2024,Employed,1,F,131466.2,Rural,0,Married,1,364.18,1,131,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,476.14,Luxury SUV,5,Medsize,1
PT34656,California,10097.25,Yes,Basic,0,College,1,24-02-2024,Employed,1,F,103864.97,Suburban,1,Married,1,125.1,0,18,0,9,Personal Auto,0,Personal L1,0,1,Agent,2,603.48,Four-Door Car,1,Medsize,1
PT40521,California,8132.88,Yes,Extended,1,Bachelor,2,27-02-2024,Retired,3,F,44855.3,Suburban,1,Single,0,230.74,1,90,3,1,Corporate Auto,1,Corporate L1,3,1,Agent,2,1107.89,SUV,4,Medsize,1
PT42203,California,15110.04,No,Premium,2,College,1,25-01-2024,Employed,1,M,147524.87,Rural,0,Married,1,189.04,4,128,0,3,Corporate Auto,1,Corporate L1,3,4,Web,0,437.54,Four-Door Car,1,Medsize,1
PT45842,Arizona,8710.75,No,Basic,0,College,1,02-11-2024,Unemployed,0,M,0,Suburban,1,Single,0,119.54,14,20,0,5,Personal Auto,0,Personal L3,2,1,Web,0,1445.38,Two-Door Car,0,Small,0
PT46181,California,4637.11,No,Basic,0,College,1,26-01-2024,Employed,1,M,122303.32,Suburban,1,Married,1,116.76,32,43,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,558.45,Four-Door Car,1,Medsize,1
PT50227,Arizona,9498.38,No,Basic,0,High School or Below,0,23-02-2024,Unemployed,0,M,0,Suburban,1,Married,1,127.88,26,22,0,8,Personal Auto,0,Personal L3,2,3,Call Center,3,612.49,Two-Door Car,0,Medsize,1
PT50287,Oregon,5554.11,No,Basic,0,Bachelor,2,27-02-2024,Employed,1,F,130878.23,Urban,2,Divorced,2,139,23,123,0,1,Personal Auto,0,Personal L1,0,1,Call Center,3,422.27,Four-Door Car,1,Medsize,1
PT52001,Nevada,4171.21,No,Basic,0,College,1,02-11-2024,Unemployed,0,F,0,Suburban,1,Single,0,116.76,7,73,0,1,Corporate Auto,1,Corporate L2,4,1,Agent,2,837.67,Two-Door Car,0,Medsize,1
PT64580,Washington,7866.22,No,Basic,0,Master,3,29-01-2024,Employed,1,M,144580.85,Rural,0,Married,1,193.21,27,55,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,264.96,SUV,4,Medsize,1
PT70350,Oregon,53500.95,No,Premium,2,High School or Below,0,21-02-2024,Employed,1,M,51803.91,Suburban,1,Married,1,194.6,20,76,0,2,Corporate Auto,1,Corporate L1,3,4,Agent,2,1202.06,Four-Door Car,1,Medsize,1
PT73521,California,5127.75,No,Basic,0,College,1,02-08-2024,Employed,1,M,80629.73,Suburban,1,Married,1,129.27,20,115,0,1,Personal Auto,0,Personal L1,0,3,Agent,2,621.50,Four-Door Car,1,Medsize,1
PT93474,Oregon,21604.45,No,Basic,0,Bachelor,2,02-04-2024,Unemployed,0,F,0,Suburban,1,Divorced,2,119.54,35,97,0,2,Personal Auto,0,Personal L3,2,1,Web,0,576.46,Four-Door Car,1,Medsize,1
PU11172,Oregon,6642.75,No,Extended,1,High School or Below,0,01-10-2024,Unemployed,0,F,0,Suburban,1,Single,0,186.26,18,117,0,1,Personal Auto,0,Personal L3,2,1,Web,0,2174.60,Four-Door Car,1,Medsize,1
PU18983,Oregon,16153.20,No,Basic,0,High School or Below,0,02-04-2024,Employed,1,F,40251.62,Suburban,1,Divorced,2,207.11,11,108,2,3,Personal Auto,0,Personal L1,0,1,Call Center,3,990.79,Sports Car,2,Small,0
PU21485,Arizona,20938.22,No,Premium,2,Bachelor,2,18-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,301.63,26,96,0,9,Corporate Auto,1,Corporate L3,5,1,Call Center,3,2175.24,SUV,4,Small,0
PU25344,California,13653.22,No,Basic,0,Bachelor,2,27-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,198.77,32,104,0,6,Personal Auto,0,Personal L2,1,1,Call Center,3,2341.50,SUV,4,Large,2
PU25554,Oregon,5414.31,No,Basic,0,Bachelor,2,30-01-2024,Employed,1,F,117429.98,Urban,2,Married,1,134.83,45,72,0,1,Personal Auto,0,Personal L2,1,4,Agent,2,612.20,Four-Door Car,1,Medsize,1
PU25891,Oregon,18048.76,No,Basic,0,High School or Below,0,01-11-2024,Employed,1,F,151126.36,Rural,0,Married,1,223.79,7,112,0,3,Special Auto,2,Special L2,7,1,Branch,1,100.96,Sports Car,2,Medsize,1
PU33703,California,4569.88,No,Basic,0,College,1,17-02-2024,Employed,1,F,82041.97,Suburban,1,Married,1,113.98,7,113,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,549.44,Four-Door Car,1,Small,0
PU34934,Arizona,19505.02,No,Extended,1,College,1,23-01-2024,Employed,1,F,42410.29,Suburban,1,Married,1,165.41,1,55,0,2,Personal Auto,0,Personal L3,2,3,Branch,1,1188.95,Four-Door Car,1,Medsize,1
PU36617,Arizona,12141.96,No,Extended,1,College,1,02-07-2024,Employed,1,M,91268.79,Rural,0,Married,1,154.29,22,39,0,3,Personal Auto,0,Personal L1,0,3,Call Center,3,343.59,Four-Door Car,1,Medsize,1
PU41393,Nevada,15516.92,No,Basic,0,College,1,18-02-2024,Medical Leave,2,M,37952.56,Suburban,1,Married,1,214.06,36,86,1,6,Special Auto,2,Special L2,7,3,Call Center,3,1026.82,SUV,4,Small,0
PU41872,Arizona,13209.17,No,Extended,1,High School or Below,0,02-12-2024,Employed,1,F,45484.97,Rural,0,Married,1,165.41,34,7,0,8,Personal Auto,0,Personal L1,0,4,Call Center,3,90.73,Four-Door Car,1,Medsize,1
PU41916,Oregon,41477.22,Yes,Basic,0,College,1,30-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,191.82,47,65,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,918.73,SUV,4,Medsize,1
PU42145,California,45275.26,Yes,Basic,0,Bachelor,2,26-01-2024,Medical Leave,2,M,26405.83,Suburban,1,Divorced,2,133.44,18,4,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,959.27,Four-Door Car,1,Medsize,1
PU71194,Oregon,66059.51,No,Premium,2,Bachelor,2,26-02-2024,Employed,1,F,105727.57,Suburban,1,Divorced,2,553.22,15,93,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,3026.73,Luxury Car,3,Medsize,1
PU73501,Arizona,16180.75,Yes,Basic,0,Bachelor,2,18-02-2024,Employed,1,M,182697.43,Suburban,1,Single,0,137.61,8,115,0,2,Personal Auto,0,Personal L1,0,1,Agent,2,657.53,Four-Door Car,1,Medsize,1
PU73561,Arizona,7874.60,No,Basic,0,Bachelor,2,14-02-2024,Employed,1,F,46238.35,Suburban,1,Married,1,197.38,16,111,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,945.76,SUV,4,Medsize,1
PU75847,Arizona,9316.20,No,Basic,0,College,1,31-01-2024,Employed,1,M,184743.51,Suburban,1,Married,1,116.76,26,77,0,3,Personal Auto,0,Personal L3,2,4,Agent,2,594.00,Four-Door Car,1,Small,0
PU78245,Arizona,24572.03,No,Basic,0,Bachelor,2,16-01-2024,Employed,1,F,165599.04,Rural,0,Single,0,202.94,12,96,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,459.38,SUV,4,Large,2
PU81096,Arizona,12792.91,No,Basic,0,Bachelor,2,26-01-2024,Employed,1,M,82465.92,Urban,2,Married,1,113.98,45,58,4,2,Personal Auto,0,Personal L3,2,3,Agent,2,546.80,Four-Door Car,1,Large,2
PU85769,California,9675.37,No,Basic,0,High School or Below,0,02-12-2024,Unemployed,0,M,0,Suburban,1,Single,0,137.61,7,97,0,7,Personal Auto,0,Personal L2,1,1,Branch,1,1516.11,Four-Door Car,1,Small,0
PU88199,Oregon,16548.90,Yes,Basic,0,High School or Below,0,01-10-2024,Employed,1,M,187359.49,Suburban,1,Married,1,207.11,31,34,1,8,Corporate Auto,1,Corporate L2,4,2,Branch,1,990.79,SUV,4,Medsize,1
PU92298,Arizona,14929.73,No,Basic,0,Bachelor,2,27-01-2024,Medical Leave,2,F,42595.16,Suburban,1,Married,1,139,15,103,4,2,Personal Auto,0,Personal L3,2,1,Call Center,3,666.53,Four-Door Car,1,Medsize,1
PU95227,Washington,6309.57,No,Extended,1,Bachelor,2,01-02-2024,Employed,1,M,42884.28,Urban,2,Married,1,162.63,22,120,0,1,Personal Auto,0,Personal L1,0,4,Agent,2,593.64,Four-Door Car,1,Medsize,1
PU98976,California,11610.56,No,Extended,1,Bachelor,2,02-05-2024,Unemployed,0,F,0,Suburban,1,Single,0,165.41,23,34,0,6,Personal Auto,0,Personal L3,2,1,Call Center,3,1188.95,Four-Door Car,1,Medsize,1
PV12088,Arizona,12307.74,No,Basic,0,High School or Below,0,01-11-2024,Medical Leave,2,M,36607.04,Suburban,1,Single,0,113.98,30,80,0,2,Personal Auto,0,Personal L1,0,1,Branch,1,549.44,Two-Door Car,0,Medsize,1
PV24005,Oregon,7921.29,No,Basic,0,High School or Below,0,02-08-2024,Unemployed,0,M,0,Suburban,1,Single,0,116.76,16,92,0,3,Personal Auto,0,Personal L1,0,3,Web,0,1152.32,Four-Door Car,1,Small,0
PV26437,California,13735.19,No,Basic,0,Bachelor,2,01-12-2024,Employed,1,F,108418.61,Urban,2,Married,1,113.98,28,15,1,2,Corporate Auto,1,Corporate L3,5,1,Agent,2,513.94,Four-Door Car,1,Medsize,1
PV39600,California,15794.51,No,Premium,2,Bachelor,2,01-06-2024,Employed,1,M,45571.15,Suburban,1,Divorced,2,208.5,8,14,0,7,Personal Auto,0,Personal L3,2,4,Agent,2,2359.75,Two-Door Car,0,Small,0
PV48046,California,9884.96,No,Extended,1,Master,3,19-02-2024,Employed,1,M,74538.75,Suburban,1,Divorced,2,250.2,12,84,0,1,Personal Auto,0,Personal L3,2,1,Call Center,3,1197.96,SUV,4,Large,2
PV55726,Oregon,7826.30,Yes,Basic,0,Master,3,17-01-2024,Employed,1,F,55285.86,Suburban,1,Single,0,200.16,38,31,1,1,Personal Auto,0,Personal L2,1,2,Branch,1,963.77,SUV,4,Large,2
PV62467,California,9100.46,No,Basic,0,College,1,27-01-2024,Employed,1,F,68329.62,Rural,0,Married,1,113.98,28,103,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,287.13,Four-Door Car,1,Medsize,1
PV62583,Nevada,18388.16,No,Extended,1,College,1,01-03-2024,Medical Leave,2,M,41594.36,Suburban,1,Married,1,236.3,14,30,0,6,Personal Auto,0,Personal L3,2,1,Web,0,1134.91,SUV,4,Medsize,1
PV77228,Arizona,6062.18,Yes,Extended,1,College,1,01-05-2024,Employed,1,M,117981.81,Urban,2,Divorced,2,151.51,0,55,0,1,Corporate Auto,1,Corporate L1,3,2,Call Center,3,389.85,Four-Door Car,1,Medsize,1
PV77906,Arizona,9015.67,No,Basic,0,Bachelor,2,22-01-2024,Disabled,4,M,44292.35,Suburban,1,Married,1,119.54,5,116,0,8,Corporate Auto,1,Corporate L2,4,1,Web,0,864.69,Two-Door Car,0,Medsize,1
PV99529,Arizona,5112.39,No,Extended,1,Bachelor,2,01-07-2024,Unemployed,0,M,0,Suburban,1,Divorced,2,144.56,20,42,0,1,Personal Auto,0,Personal L1,0,1,Branch,1,759.65,Two-Door Car,0,Medsize,1
PW15144,Washington,9885.12,No,Basic,0,College,1,01-03-2024,Employed,1,M,76594.56,Suburban,1,Married,1,123.71,8,4,0,6,Personal Auto,0,Personal L2,1,4,Call Center,3,594.48,Four-Door Car,1,Medsize,1
PW23851,Oregon,28619.59,No,Extended,1,Bachelor,2,15-01-2024,Employed,1,F,118757.43,Suburban,1,Married,1,237.69,7,113,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,1158.18,SUV,4,Small,0
PW31239,Oregon,8036.95,Yes,Basic,0,College,1,26-02-2024,Employed,1,F,76680.74,Rural,0,Married,1,204.33,22,95,1,1,Personal Auto,0,Personal L3,2,1,Agent,2,313.26,SUV,4,Medsize,1
PW51793,Oregon,13747.04,No,Extended,1,Bachelor,2,01-02-2024,Employed,1,M,99304.38,Suburban,1,Divorced,2,175.14,24,128,0,3,Personal Auto,0,Personal L2,1,1,Branch,1,2066.12,Four-Door Car,1,Small,0
PW65305,California,16645.82,No,Basic,0,College,1,01-03-2024,Employed,1,M,171849.87,Urban,2,Married,1,137.61,19,70,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,545.51,Two-Door Car,0,Medsize,1
PW69692,Oregon,7246.08,Yes,Extended,1,College,1,01-06-2024,Employed,1,F,175024.63,Urban,2,Married,1,177.92,4,73,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,527.51,Four-Door Car,1,Medsize,1
PW73754,California,13777.00,No,Basic,0,High School or Below,0,18-01-2024,Unemployed,0,F,0,Rural,0,Married,1,194.6,1,65,3,7,Personal Auto,0,Personal L3,2,1,Branch,1,153.96,Sports Car,2,Medsize,1
PW78930,California,5596.10,No,Basic,0,Bachelor,2,24-02-2024,Employed,1,M,149224.84,Rural,0,Married,1,139,46,54,0,1,Personal Auto,0,Personal L2,1,3,Agent,2,247.74,Four-Door Car,1,Medsize,1
PW88443,Oregon,4602.54,No,Basic,0,College,1,28-01-2024,Employed,1,F,61481.09,Suburban,1,Married,1,113.98,41,31,0,1,Personal Auto,0,Personal L2,1,4,Web,0,549.73,Two-Door Car,0,Small,0
PW90662,Oregon,25564.73,No,Extended,1,College,1,27-01-2024,Employed,1,M,125838.09,Urban,2,Single,0,236.3,1,115,4,2,Personal Auto,0,Personal L2,1,1,Web,0,636.13,SUV,4,Medsize,1
PW91494,California,17534.82,No,Basic,0,High School or Below,0,18-02-2024,Unemployed,0,F,0,Suburban,1,Married,1,119.54,34,130,1,2,Personal Auto,0,Personal L2,1,2,Branch,1,576.46,Two-Door Car,0,Medsize,1
PW95813,Oregon,5416.43,Yes,Extended,1,High School or Below,0,20-01-2024,Retired,3,F,19350.19,Suburban,1,Married,1,145.95,14,85,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,912.51,Four-Door Car,1,Large,2
PW98890,Oregon,5002.26,No,Basic,0,Bachelor,2,19-01-2024,Employed,1,F,153005.64,Urban,2,Divorced,2,123.71,4,62,0,1,Personal Auto,0,Personal L1,0,4,Call Center,3,511.99,Four-Door Car,1,Small,0
PX17116,Nevada,6799.41,No,Basic,0,College,1,20-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,208.5,8,32,2,1,Corporate Auto,1,Corporate L2,4,1,Agent,2,2199.13,SUV,4,Medsize,1
PX27645,California,15889.02,No,Extended,1,Bachelor,2,01-03-2024,Unemployed,0,M,0,Suburban,1,Single,0,229.35,3,99,0,5,Personal Auto,0,Personal L1,0,1,Call Center,3,2064.32,SUV,4,Medsize,1
PX31667,Washington,5540.11,No,Basic,0,High School or Below,0,02-03-2024,Employed,1,M,97949.13,Suburban,1,Married,1,139,3,84,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,666.53,Two-Door Car,0,Small,0
PX44289,Arizona,10283.41,No,Basic,0,College,1,15-02-2024,Employed,1,M,110058.81,Suburban,1,Single,0,133.44,8,128,0,3,Personal Auto,0,Personal L2,1,4,Call Center,3,886.83,Four-Door Car,1,Medsize,1
PX45824,Washington,9320.30,No,Basic,0,College,1,13-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,139,34,81,0,9,Personal Auto,0,Personal L2,1,1,Agent,2,999.80,Four-Door Car,1,Medsize,1
PX60116,California,16739.26,No,Premium,2,High School or Below,0,21-01-2024,Employed,1,F,76686.3,Suburban,1,Married,1,209.89,28,132,0,7,Corporate Auto,1,Corporate L3,5,1,Branch,1,1008.81,Two-Door Car,0,Large,2
PX66705,California,15494.29,No,Basic,0,High School or Below,0,22-01-2024,Employed,1,F,37664.83,Suburban,1,Married,1,132.05,35,46,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,915.38,Four-Door Car,1,Medsize,1
PX70175,Arizona,15004.51,No,Extended,1,College,1,19-01-2024,Employed,1,M,175376.3,Suburban,1,Married,1,186.26,12,115,0,5,Personal Auto,0,Personal L3,2,2,Web,0,1229.89,Four-Door Car,1,Medsize,1
